smiles	fraction_unbound
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2OCC(F)(F)F)c3cnn(C)c3C(C)C	0.9
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2OCC(F)(F)F)c3cc(ccc3Cl)C(=O)N	0.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CCCC3)c4cc(NC(=O)C)nn4C(C)C	1.7
CC(C)n1nc(NC(=O)C)cc1c2ccc(N(C)C(=O)c3c(F)cccc3Cl)c(c2)N4CC5CC5C4	0.9
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C(C)C	1.4
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5CC6CC6	0.5
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C6CCCC6	0.2
[2H]C([2H])([2H])N(C(=O)c1c(C)cccc1F)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C(C)C	1.1
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CCCCC3)c4cc(NC(=O)C)nn4C(C)C	0.4
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C6CCC6	0.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2OCC(C)C)c3cc(NC(=O)C)nn3C(C)C	0.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2OCC(F)(F)F)c3cc(nn3C(C)C)C(=O)N	5.9
CC(C)n1nc(NC(=O)C)cc1c2cnc(N(C)C(=O)c3c(F)cccc3Cl)c(c2)N4CCCCC4	7.6
CC(C)c1nc(NC(=O)C)sc1c2cnc(N(C)C(=O)c3c(F)cccc3Cl)c(c2)N4CCCCC4	0.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ccc(cc2c3ccccc3)c4cc(NC(=O)C)nn4C(C)C	0.4
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c2ncc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C(C)C	5.6
[2H]C([2H])([2H])N(C(=O)c1c(Cl)cccc1Cl)c2ccc(cc2N3CC4CC4C3)c5cc(NC(=O)C)nn5C(C)C	0.4
N[C@]1(C[C@@H](Sc2nnc[nH]2)[C@H]3[C@@H]([C@@H]13)C(=O)O)C(=O)O	98
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(Cl)cc4)C(=O)O	1.5
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4	4.6
CC(C)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c4ccc(\C=C\C(=O)O)cc4	0.51
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c4c(F)cc(\C=C\C(=O)O)cc4F	0.26
CCS(=O)(=O)N[C@@H]1C[C@@]2(C)O[C@]1(C)[C@H]3[C@@H]2C(=O)N(C3=O)c4ccc(C#N)c(c4)C(F)(F)F	10.4
COCc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3COCc4ccc(cc4F)S(=O)(=O)C	4.9
Cc1ccoc1C(=O)Nc2ccc(cc2F)N3C(=O)c4ccccc4C3=O	1
Cc1ccoc1C(=O)Nc2ccc(cc2Cl)N3C(=O)c4ccccc4C3=O	1
COc1cnc(cn1)C(=O)Nc2ccc(F)c(c2)[C@@]3(C)N=C(N)CO[C@@H]3F	60
C[C@@]1(N=C(N)CO[C@@H]1F)c2cc(NC(=O)c3ccc(cn3)C#N)ccc2F	41
C[C@]1(COCC(=N1)N)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F	34
C[C@]1(COCC(=N1)N)c2cccc(NC(=O)c3ccc(Cl)cn3)c2	43
C[C@@]1(N=C(N)CO[C@@H]1F)c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F	18
Cc1cc(Cl)cnc1C(=O)Nc2ccc(F)c(c2)[C@@]3(C)N=C(N)CO[C@@H]3F	11
COc1cnc(cn1)C(=O)Nc2ccc(F)c(c2)[C@]3(C)COCC(=N3)N	56
C[C@H](NC(=O)CNC(=O)c1cccc(Cl)c1)c2ccccc2	10
COc1cccc(c1)C(=O)NCC(=O)N[C@@H](C)c2ccccc2	14
CC(C)NCC(O)COc1cccc2ccccc12	42.1
CB1Nc2cccc(OCC(O)CN(C)C)c2C=C1	36.7
CB1Nc2c(OCC(O)CN(C)C)cccc2C=C1	17.9
C[C@H]1Cn2c(CN1C(=O)c3cccc(CC4=NNC(=O)c5ccccc45)c3)nnc2C(F)(F)F	19
FC(F)(F)c1ncc2CN(CCn12)C(=O)c3cccc(CC4=NNC(=O)c5ccccc45)c3	14
C[C@H]1Cn2c(CN1C(=O)c3cccc(c3)C(F)(F)C4=NNC(=O)c5ccccc45)nnc2C(C)(F)F	8.9
C[C@@H]1Cn2c(CN1C(=O)c3cccc(CC4=NNC(=O)c5ccccc45)c3)nnc2C(F)(F)F	19
O=C(N1CCN(CC1)c2ncccc2C#N)c3cccc(CC4=NNC(=O)c5ccccc45)c3	3.2
FC(F)(F)c1nnc2CN(CCn12)C(=O)c3cccc(CC4=NNC(=O)c5ccccc45)c3	27
Cc1cc(COc2ccc(F)c(F)c2F)nc(n1)c3ccccn3	3
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F	1.5
CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N	4.8
Cc1ccc(NC(=O)c2cc(ccc2N3CCCCC3)c4oc5ccc(cc5c4)C(=O)O)cc1	0.01
Cc1ccc(NC(=O)c2cc(ccc2N3CCCCC3)n4cc5ccc(cc5n4)C(=O)O)cc1	0.01
CN1C(=O)N(CC(C)(C)C)c2ccc(nc12)c3cc(ccc3C)C(C)(C)O	6
CCOc1ccc2cc(cnc2c1)c3nn(c(N)c3C(=O)N)C(C)(C)C	57
CC(C)(C)n1nc(c2cnc3cc(OC4CC4)ccc3c2)c(C(=O)N)c1N	84
CC(C)(C)n1nc(c2ccc3nc(OC4CC4)ccc3c2)c(C(=O)N)c1N	88
CC(C)Oc1ccc(cc1Cl)c2nnc(s2)n3nc4CCN(CCC(=O)O)Cc4c3C	0.8
C[C@@H]1Cc2cc(O)ccc2[C@H](N1CC(C)(C)F)c3c(F)cc(\C=C\C(=O)O)cc3F	2.3
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F	0.9
CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3	0.9
C[C@@H]1Cc2cc(O)ccc2[C@H](N1c3ccc(OC(F)(F)F)cc3)c4ccc(\C=C\C(=O)O)cc4	0.9
COC[C@H](C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F	1
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccccc4	1.2
CC(C)CN1CCc2cc(O)c(C)cc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	9.1
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F	3.8
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	2.6
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F	0.2
CC(C)(F)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C	0.7
CC(C)CN1CCc2cc(O)ccc2[C@@H]1c3ccc(\C=C\C(=O)O)cc3	1.9
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	7
CC(C)CN1[C@H](C)Cc2ccccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	2.1
CC(C)CN1CCc2c(C)c(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	2.4
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	16
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c3ccc(\C=C\C(=O)O)cc3	1.5
C[C@H](CF)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C	1
OC(=O)\C=C\c1ccc(cc1)C2N(CCc3cc(O)ccc23)c4ccc(OC(F)(F)F)cc4	0.06
CC(C)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C	3.5
OC(=O)\C=C\c1ccc(cc1)C2N(Cc3ccccc3)CCc4cc(O)ccc24	0.7
CC(C)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F	0.5
CC(C)CN1CCc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3	6.3
COc1ccc2[C@H](N(CC(C)C)[C@H](C)Cc2c1)c3ccc(\C=C\C(=O)O)cc3	2
Cc1cnc(N)nc1OCC(C)(C)CO	46
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CC6(COC6)C5)cc4	26
O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4	34
[Na+].CCCC(CCC)C(=O)[O-]	4.9
[Na+].CCCC(CCC)C(=O)[O-]	4
[Na+].CCCC(CCC)C(=O)[O-]	5.2
[Na+].CCCC(CCC)C(=O)[O-]	5.1
[Na+].CCCC(CCC)C(=O)[O-]	4.2
[Na+].CCCC(CCC)C(=O)[O-]	5.8
[Na+].CCCC(CCC)C(=O)[O-]	4.9
[Na+].CCCC(CCC)C(=O)[O-]	4.9
[Na+].CCCC(CCC)C(=O)[O-]	4
[Na+].CCCC(CCC)C(=O)[O-]	4.4
[Na+].CCCC(CCC)C(=O)[O-]	5.9
[Na+].CCCC(CCC)C(=O)[O-]	4.6
[Na+].CCCC(CCC)C(=O)[O-]	3.7
[Na+].CCCC(CCC)C(=O)[O-]	2.6
[Na+].CCCC(CCC)C(=O)[O-]	0
[Na+].CCCC(CCC)C(=O)[O-]	0
[Na+].CCCC(CCC)C(=O)[O-]	0
[Na+].CCCC(CCC)C(=O)[O-]	0
CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc23)c4OC(=CC(=O)c4c1)N5CCOCC5	30
CC(=O)NC(=O)NCc1ccccc1	77
S=C1NC(=NO1)CCc2ccccc2	0.65
CC(=O)N(O)CCc1ccccc1	37
CONC(=O)CCc1ccccc1	68
CS(=O)(=O)NCCCc1ccccc1	37.27
O=C1NC(=O)C(Cc2ccccc2)S1	3.4
CN(C)S(=O)(=O)NC(=O)CCc1ccccc1	8.1
Oc1ccccc1S(=O)(=O)Cc2ccccc2	1.59
CC1=C(O)CC(Cc2ccccc2)C1=O	11.09
[Na+].[O-]S(=O)(=O)CCc1ccccc1	0.31
Oc1ccccc1[S+]([O-])Cc2ccccc2	12
CS(=O)(=O)NC(=O)CCc1ccccc1	12.8
CS(=O)(=O)NC(=O)NCc1ccccc1	31
O=C1NC(=O)C(Cc2ccccc2)O1	14
O=C1NC(=NS1)CCc2ccccc2	1.17
[Na+].[O-]S(=O)CCc1ccccc1	5
OC1=C(Cc2ccccc2)C(=O)C1=O	8.19
Oc1cc(Cc2ccccc2)on1	0.1
OP(=O)CCc1ccccc1	8.86
OC1=C(Cc2ccccc2)C(=O)CC1	14.3
Oc1c(F)ccc(Cc2ccccc2)c1F	0.52
NS(=O)(=O)CCc1ccccc1	60.72
Oc1c(F)cc(Cc2ccccc2)cc1F	0.26
OC1=CC(=O)C(Cc2ccccc2)C1	7.96
O=C1NC(=NO1)CCc2ccccc2	1.1
CC(=O)NOCCc1ccccc1	64
OC1=C(Cc2ccccc2)CCC1=O	16
C(Cc1nnn[nH]1)c2ccccc2	1.12
ONC(=O)CCc1ccccc1	29
OC(=O)CCc1ccccc1	9.5
OP(=O)(O)CCc1ccccc1	31
OC1=C(NCc2ccccc2)C(=O)C1=O	6.45
CCC[C@H]1N(CCC[C@@]1(Oc2csc(c2)C(F)(F)F)C(=O)N3CCN(CC3)c4ccccc4OCCCC(=O)O)C(=O)c5cnccc5C(F)(F)F	4
O[C@H](CN1[C@@H](CN(Cc2cccc(OC(F)(F)F)c2)c3ccccc13)c4cccc(OC(F)(F)C(F)F)c4)C(F)(F)F	1.5
CN(C)[C@@H]1CCCN(C1)c2ccc(Nc3cc(NC4CC4)n5ncc(C#N)c5n3)cc2NC(=O)C	11
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1C	10
CN(CCN1CCOCC1)c2ccc(Nc3cc(NC4CC4)n5ncc(C#N)c5n3)cc2NC(=O)C	18
C[C@@H](N)CN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	33
CN(CCN)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	39
CN(C)CCCN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	22
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1N5CCC[C@@H](N)C5	20
CC(=O)Nc1cccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)c1	5
CN(C)CCN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	26
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1N5CCC[C@H](N)C5	22
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1NCCCO	7
CCN(CCN)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	30
CN(C)[C@H]1CCN(C1)c2ccc(Nc3cc(NC4CC4)n5ncc(C#N)c5n3)cc2NC(=O)C	29
CN1CCN(CC1)c2ccc(Nc3cc(NC4CC4)n5ncc(C#N)c5n3)cc2NC(=O)C	18
CCN(CC)CCN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	23
CN(CCN1CC(F)(F)C1)c2ccc(Nc3cc(NC4CC4)n5ncc(C#N)c5n3)cc2NC(=O)C	2
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1N5CC[C@@H](N)C5	32
CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1N5CC[C@H](N)C5	31
C[C@H](N)CN(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C	36
CN1CCC(CC1)S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(Cl)c3Cl)c2O	0.1
CN1CC[C@@H](C1)S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(Cl)c3Cl)c2O	0.021
CN1CCC(CC1)S(=O)(=O)c2c(O)c(NC(=O)Nc3cccc(F)c3Cl)ccc2Cl	0.13
CCN1CCC(CC1)S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O	0.036
Cc1sc2ccccc2c1[C@H]3NC=NC=C3	30
CCCCN(CCCC)C(=O)Cc1c(nn2c(CC)cc(CC)nc12)c3ccc(OC)cc3	0.3
CCc1cc(CC)n2nc(c(CC(=O)N(C)c3ccccc3)c2n1)c4ccc(OC)cc4	1.1
CCc1cc(CC)n2nc(c(CC(=O)N(C)C(C)(C)C)c2n1)c3ccc(OC)cc3	1.3
CCN(CC)C(=O)Cc1c(nn2c(CC)cc(CC)nc12)c3ccc(OC)cc3	1.1
CCN(C(=O)Cc1c(nn2c(CC)cc(CC)nc12)c3ccc(OC)cc3)c4ccccc4	0.6
CCCN(CCC)C(=O)Cc1c(nn2c(CC)cc(CC)nc12)c3ccc(OC)cc3	0.7
COc1cc(ccc1NC(=O)OC(C)(C)C)c2nn(CCN3CCC(CC3)N(C)C)c4ncnc(N)c24	19.1
